kind,source_file,source_line,match_text,target_day,target_page,target_file,anchor_present,decision,notes,context
concrete,content/days/day-12/04-but-what-can-i-do.qmd,92,Day 10 page 5,10,5,content/days/day-10/02-appreciation-for-a-system.qmd,Y,,,"Think hard about, and identify, the true aim of your personal system. *[Recall that you worked on the concept of the* aim *of a system on [Day 10 page 5](../day-10/02-appreciation-for-a-system.qmd#..."
concrete,content/days/day-12/07-major-activity-12e.qmd,51,Day 10 page 9,10,9,content/days/day-10/02-appreciation-for-a-system.qmd,Y,,,"Since you have now nearly completed this course, assume you have been promoted to the position referred to by Dr Deming on [Day 10 page 9](../day-10/02-appreciation-for-a-system.qmd#sec-page9) as [..."
concrete,content/days/day-12/08-epilogue.qmd,9,Day 1 page 36,1,36,content/days/day-01/11-deming-story.qmd,Y,,,This is an extract from the soundtrack near the end of *The Deming of America*. You first read part of the Narrator's introduction and saw the picture of the medal long ago: on [Day 1 page 36](../d...
concrete,index.qmd,167,Day 1 page 1,1,1,,N,,,"this first half-day, you will find my explanation upfront on Day 1 page 1!"
concrete,index.qmd,198,Day 1 page 5,1,5,content/days/day-01/03-statistics.qmd,Y,,,"abilities, and have also done so in this course. This section starting on Day 1 page 5 tells you how."
concrete,index.qmd,233,Day 1 page 29,1,29,,N,,,**Some light relief!** (Day 1 page 29)
concrete,index.qmd,295,Day 1 page 3,1,3,,N,,,"A small puzzle first: on [Appendix page 5](content/appendix/01-day-1.qmd#sec-page5), when discussing a matter arising on Day 1, I refer to something which is ""near the bottom of page 3"". Do I mean ..."
concrete,index.qmd,297,Day 4 page 16,4,16,content/days/day-04/04-points-1-to-6.qmd,Y,,,"You will occasionally come across a green information box, such as the one near the top of [Day 4 page 16](content/days/day-04/04-points-1-to-6.qmd#sec-page16) which sets out Dr Deming's Point 1 in..."
concrete,index.qmd,299,Day 1 page 5,1,5,content/days/day-01/03-statistics.qmd,Y,,,"There is one other piece of similar symbolism — italicised words inside square brackets, like *[this]* — which is used where I am quoting material written or spoken by other people, or occasionally..."
concrete,index.qmd,357,Day 1 page 12,1,12,,N,,,"as those by Nancy Mann, Bill Scherkenbach and Mary Walton (see Day 1 page 12)."
appendix-page,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,13,Appendix pages 15,,15,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"If you have read my discussion of the Funnel Experiment Major Activity 3–h in [Appendix pages 15–18](../03-day-3.qmd#sec-page15), you will remember that I studied two simulated sets of Funnel Exper..."
appendix-page,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,19,Appendix page 15,,15,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"If either you never got round to reading that material which begins on [Appendix page 15](../03-day-3.qmd#sec-page15), or it's been quite a while since you did so, I suggest you first read through ..."
appendix-page,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,25,Appendix pages 15,,15,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"Having worked on control charts for all four Rules using your own data, then move on to my control charts and discussion, starting on page 9, for the two simulations that I worked with on [Appendix..."
appendix-page,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,55,Appendix page 15,,15,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"Obviously, I don't know how your data turned out, so I can't describe what you will or won't see. So it's over to you now to discover what happens. When you return, move onto the next section to st..."
appendix-page,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,117,Appendix page 19,,19,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"Whereas Rule 3's short control charts did not give much warning of the horrors to come, Rule 4's short charts immediately show conclusive evidence of severe problems. They would have done so even i..."
appendix-page,content/appendix/optional-extras/02-part-b-subgrouped.qmd,11,Appendix page 2,,2,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"I first mentioned ""a-few-at-a-time"" data a long while ago: in the discussion on the First Paradox ([Appendix page 2](../01-day-1.qmd#sec-page2)). So it may have been quite some time since you saw i..."
appendix-page,content/appendix/optional-extras/02-part-b-subgrouped.qmd,103,Appendix page 4,,4,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"In this section we'll introduce the type of control charts that are almost universally employed for studying subgrouped data. There are other possibilities but, from the practical point of view, I ..."
appendix-page,content/appendix/optional-extras/05-part-e-normality.qmd,53,Appendix page 11,,11,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"As already implied when referring to random sampling, many examples of probability calculations, both at the introductory stage and later, make use of considerations of *symmetry*, which is where t..."
appendix-page,content/appendix/optional-extras/05-part-e-normality.qmd,171,Appendix page 43,,43,content/appendix/10-optional-extras.qmd,Y,already-linked,site already wraps match in markdown link,"If you have read Balaji Reddie's ""Contributions"", particularly his pages 32–33 in ""Some Lessons from History"", you will know that some of the content here has been based on an article that I wrote ..."
appendix-page,content/days/day-01/03-statistics.qmd,278,Appendix pages 2,,2,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,So if you would now like to read about the first paradox on [Appendix pages 2–6](../../appendix/01-day-1.qmd#sec-page2) and are also following my
appendix-page,content/days/day-01/07-quality-theory.qmd,85,Appendix page 6,,6,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,<div class=activity_afterthought>(For brief discussion see [Appendix page 6](../../appendix/01-day-1.qmd#sec-page6).)</div>
appendix-page,content/days/day-02/04-our-first-control-chart.qmd,78,Appendix page 7,,7,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"*(For brief but very important discussion, see [Appendix page 7](../../appendix/02-day-2.qmd#sec-page7) one more time.)*"
appendix-page,content/days/day-02/05-the-truth-the-whole-truth-and-nothing-but.qmd,60,Appendix page 7,,7,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"We have already seen on page 15 the control chart for the results recorded by Dec, and what it tells us in the Pause for Thought 2–e. (If you need reminding, look again at the bottom of [Appendix p..."
appendix-page,content/days/day-02/06-your-turn.qmd,408,Appendix page 8,,8,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"<span class=""neave_note"">*(Then, finally, take a look at my complete set of remarks on [Appendix page 8](../../appendix/02-day-2.qmd#sec-page8).)*</span>"
appendix-page,content/days/day-02/07-some-recollections.qmd,137,Appendix page 8,,8,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,sions. If you’re on Stats-level 0 then simply look up the control limits on [Appendix page 8](../../appendix/02-day-2.qmd#sec-page8). If you are
appendix-page,content/days/day-02/07-some-recollections.qmd,199,Appendix page 9,,9,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,*(You can check your computations in Technical Aid 4 on [Appendix page 9](../../appendix/02-day-2.qmd#sec-page9). But try it yourself first!)*
appendix-page,content/days/day-02/07-some-recollections.qmd,326,Appendix page 8,,8,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"As before, insert the two control limits to turn the run chart into a control chart and state your conclusions. Also as before, if you’re on Stats-level 0 then simply look up the control limits on ..."
appendix-page,content/days/day-02/07-some-recollections.qmd,330,Appendix page 9,,9,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,*(Again the computations are sketched in Technical Aid 4 on [Appendix page 9](../../appendix/02-day-2.qmd#sec-page9).)*
appendix-page,content/days/day-02/07-some-recollections.qmd,336,Appendix page 7,,7,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"Regarding conclusions from the control charts, they are surely similar to those for Pause for Thought 2–e (on [Appendix page 7](../../appendix/02-day-2.qmd#sec-page7)) except that this time we woul..."
appendix-page,content/days/day-02/08-major-activity.qmd,19,Appendix pages 10,,10,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,"But first, on [Appendix pages 10–12](../../appendix/02-day-2.qmd#sec-page10) I have discussed some further messages from the Red Beads Experiment. You might possibly have touched upon one or two of..."
appendix-page,content/days/day-02/09-postscript.qmd,37,Appendix pages 12,,12,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,I am delighted to be able to reproduce Dave's document on [Appendix pages 12–13](../../appendix/02-day-2.qmd#sec-page12).
appendix-page,content/days/day-02/09-postscript.qmd,43,Appendix page 1,,1,content/appendix/00-welcome.qmd,Y,already-linked,site already wraps match in markdown link,"As mentioned on page 11 of the introductory Welcome section, you will need to carry out some preparation for your Major Activity 3-a on Day 3. It was envisaged there that this and all such activiti..."
appendix-page,content/days/day-03/01-variation-the-enemy-of-quality.qmd,87,Appendix page 14,,14,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(For discussion see [Appendix page 14](../../appendix/03-day-3.qmd#sec-page14).)</div>"
appendix-page,content/days/day-03/04-more-on-the-sales-data.qmd,54,Appendix page 10,,10,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,Let's gather together some thoughts. What might our basic learning about variation tell us? One crucial matter which is (a) obvious but (b) largely ignored by those who lack such basic learning is ...
appendix-page,content/days/day-03/05-how-do-we-compute-control-limits.qmd,44,Appendix page 1,,1,content/appendix/00-welcome.qmd,Y,already-linked,site already wraps match in markdown link,"This kind of feature is so important that we'd better study some charts. Firstly, take a look at the two control charts, labelled A1 and A2, at the top of page 19. (Recall that on [Appendix page 1]..."
appendix-page,content/days/day-03/05-how-do-we-compute-control-limits.qmd,74,Appendix page 4,,4,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"With Red Beads and similar data, the σ in Shewhart's guidance for control limits (referred to on [Appendix page 4](../../appendix/01-day-1.qmd#sec-page4)) was computed by a formula merely involving..."
appendix-page,content/days/day-03/05-how-do-we-compute-control-limits.qmd,152,Appendix page 15,,15,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"<span class=""neave_note"">*(If you need to check your arithmetic then see [Appendix page 15](../../appendix/03-day-3.qmd#sec-page15).)*</span>"
appendix-page,content/days/day-03/08-control-chart-and-brain.qmd,17,Appendix page 5,,5,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"This kind of thinking immediately takes us far away from the idea of interpreting control charts by simply and mindlessly following the strict rules of that ""basic guidance"". Rather than acting as ..."
appendix-page,content/days/day-03/13-summary.qmd,18,Appendix pages 15,,15,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"Finally in this Major Activity, please take a brief look at a couple of runs of the experiment that I have carried out using my computer simulation program. There is also some more discussion there..."
appendix-page,content/days/day-03/13-summary.qmd,187,Appendix pages 18,,18,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,*(For discussion see [Appendix pages 18–20](../../appendix/03-day-3.qmd#sec-page18).)*
appendix-page,content/days/day-03/13-summary.qmd,207,Appendix pages 20,,20,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,*(For some final examples see [Appendix pages 20–21](../../appendix/03-day-3.qmd#sec-page20).)*
appendix-page,content/days/day-04/02-the-joiner-triangle.qmd,16,Appendix page 21,,21,content/appendix/03-day-3.qmd,Y,already-linked,site already wraps match in markdown link,"This Activity is in three parts. All three parts are likely to involve some deep thought—but I'm giving you *plenty* of time! In the case of three cases, if you have not made much progress after, s..."
appendix-page,content/days/day-04/02-the-joiner-triangle.qmd,103,Appendix page 6,,6,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,This is another situation where some teaching about quality from other sources is directly obstructive to Deming's teaching. A previous example was seen in my discussion on Pause for Thought 1–c ([...
appendix-page,content/days/day-04/02-the-joiner-triangle.qmd,248,Appendix page 22,,22,content/appendix/04-day-4.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(For some brief discussion, again see [Appendix page 22](../../appendix/04-day-4.qmd#sec-page22).)</div>"
appendix-page,content/days/day-04/04-points-1-to-6.qmd,113,Appendix page 23,,23,content/appendix/04-day-4.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""neave_note"" role=""note"" aria-label=""Author's note"">There are more general practical lessons to learn from this observation. If you're interested, take a quick look at the final paragrap..."
appendix-page,content/days/day-05/02-points-7-to-14.qmd,17,Appendix page 24,,24,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 24](../../appendix/05-day-5.qmd#sec-page24).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,61,Appendix page 24,,24,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 24](../../appendix/05-day-5.qmd#sec-page24).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,121,Appendix page 25,,25,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 25](../../appendix/05-day-5.qmd#sec-page25).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,167,Appendix page 25,,25,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 25](../../appendix/05-day-5.qmd#sec-page25).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,213,Appendix page 26,,26,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 26](../../appendix/05-day-5.qmd#sec-page26).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,255,Appendix page 26,,26,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 26](../../appendix/05-day-5.qmd#sec-page26).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,311,Appendix pages 26,,26,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix pages 26–27](../../appendix/05-day-5.qmd#sec-page26).)*
appendix-page,content/days/day-05/02-points-7-to-14.qmd,351,Appendix page 27,,27,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 27](../../appendix/05-day-5.qmd#sec-page27).)*
appendix-page,content/days/day-05/03-the-deadly-diseases.qmd,22,Appendix page 28,,28,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 28](../../appendix/05-day-5.qmd#sec-page28).)*
appendix-page,content/days/day-05/03-the-deadly-diseases.qmd,70,Appendix page 28,,28,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 28](../../appendix/05-day-5.qmd#sec-page28).)*
appendix-page,content/days/day-05/03-the-deadly-diseases.qmd,116,Appendix page 23,,23,content/appendix/04-day-4.qmd,Y,already-linked,site already wraps match in markdown link,"It may be wise at this stage for me to remind you of my warning at the bottom of [Appendix page 23](../../appendix/04-day-4.qmd#sec-page23) (see also my ""Obsession With Quality"" comment on [Day 4 p..."
appendix-page,content/days/day-05/03-the-deadly-diseases.qmd,118,Appendix page 29,,29,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 29](../../appendix/05-day-5.qmd#sec-page29).)*
appendix-page,content/days/day-05/03-the-deadly-diseases.qmd,162,Appendix page 29,,29,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 29](../../appendix/05-day-5.qmd#sec-page29).)*
appendix-page,content/days/day-05/03-the-deadly-diseases.qmd,210,Appendix page 30,,30,content/appendix/05-day-5.qmd,Y,already-linked,site already wraps match in markdown link,*(See [Appendix page 30](../../appendix/05-day-5.qmd#sec-page30).)*
appendix-page,content/days/day-07/02-numerical-targets.qmd,54,Appendix page 31,,31,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(There is a little discussion on [Appendix page 31](../../appendix/06-day-7.qmd#sec-page31).)</div>"
appendix-page,content/days/day-07/03-performance-indicators.qmd,57,Appendix page 23,,23,content/appendix/04-day-4.qmd,Y,already-linked,site already wraps match in markdown link,"[]{#sec-page8}Mack was so right. Great care must be exercised in disposing of anything that has become ""the way we do things round here"". Although you and others may now be getting to recognise the..."
appendix-page,content/days/day-07/04-many-more-true-stories.qmd,118,Appendix page 31,,31,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"The letter to *The Independent* newspaper shown alongside was published on 18 November 2000. Since it is a rather poor copy, you may find it a little difficult to read. Therefore, just in case, the..."
appendix-page,content/days/day-07/04-many-more-true-stories.qmd,250,Appendix page 31,,31,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,UK readers may have recognised several parallels between the above account and something that happened some five years later and led to the resignation from the Government of Ms Amber Rudd in April...
appendix-page,content/days/day-07/06-taguchi-reflections.qmd,99,Appendix pages 43,,43,content/appendix/10-optional-extras.qmd,Y,already-linked,site already wraps match in markdown link,"*Conformance to specifications:* It doesn't matter if a process is off-centre—as long as it is not off-centre enough to reach out-of-specification values. In fact, an apparent benefit of reducing v..."
appendix-page,content/days/day-07/07-major-activity.qmd,20,Appendix page 31,,31,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"NB As emphasised at the bottom of [Appendix page 31](../../appendix/06-day-7.qmd#sec-page31), Dr Deming makes extensive use of the English language in referring to single entities for the purpose o..."
appendix-page,content/days/day-07/07-major-activity.qmd,33,Appendix page 32,,32,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**1. [Hope for instant pudding.]{.blue-text}** (*Out of the Crisis* pages 107–108[126–127]; [Appendix page 32](../../appendix/06-day-7.qmd#sec-page32).) The ever-lasting search for the ""quick fix""!..."
appendix-page,content/days/day-07/07-major-activity.qmd,39,Appendix page 32,,32,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**2. [The supposition that solving problems, automation, gadgets, and new machinery will transform industry.]{.blue-text}** (*Out of the Crisis* page 108 [pages 127–128]; [Appendix page 32](../../a..."
appendix-page,content/days/day-07/07-major-activity.qmd,47,Appendix pages 32,,32,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**3. [Search for examples.]{.blue-text}** (*Out of the Crisis* pages 109–110[128–128]; [Appendix pages 32–33](../../appendix/06-day-7.qmd#sec-page32).) A large topic, the subject of *DemDim* Chapte..."
appendix-page,content/days/day-07/07-major-activity.qmd,53,Appendix page 33,,33,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**4. [""Our problems are different.""]{.blue-text}** (*Out of the Crisis* page 110[130]; [Appendix page 33](../../appendix/06-day-7.qmd#sec-page33).) This is one of the most common excuses by manager..."
appendix-page,content/days/day-07/07-major-activity.qmd,61,Appendix page 33,,33,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**5. [Obsolescence in Schools [i.e. Schools of Business].]{.blue-text}** (*Out of the Crisis* pages 110–111[130–131]; [Appendix page 33](../../appendix/06-day-7.qmd#sec-page33).) On *Out of the Cri...
appendix-page,content/days/day-07/07-major-activity.qmd,69,Appendix pages 33,,33,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**6. [Poor teaching of statistical methods in industry.]{.blue-text}** (*Out of the Crisis* pages 111–113[131–133]; [Appendix pages 33–34](../../appendix/06-day-7.qmd#sec-page33).) A basic problem ...
appendix-page,content/days/day-07/07-major-activity.qmd,69,Appendix page 7,,7,content/appendix/02-day-2.qmd,Y,already-linked,site already wraps match in markdown link,**6. [Poor teaching of statistical methods in industry.]{.blue-text}** (*Out of the Crisis* pages 111–113[131–133]; [Appendix pages 33–34](../../appendix/06-day-7.qmd#sec-page33).) A basic problem ...
appendix-page,content/days/day-07/07-major-activity.qmd,77,Appendix page 34,,34,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**7. [Use of [Military Standard 105D and other] tables for acceptance.]{.blue-text}** (*Out of the Crisis* page 113[133]; [Appendix page 34](../../appendix/06-day-7.qmd#sec-page34).) This alludes t...
appendix-page,content/days/day-07/07-major-activity.qmd,83,Appendix page 34,,34,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**8. [""Our Quality Control Department takes care of all our problems of quality.""]{.blue-text}** (*Out of the Crisis* pages 113–114[133–134]; [Appendix page 34](../../appendix/06-day-7.qmd#sec-page..."
appendix-page,content/days/day-07/07-major-activity.qmd,91,Appendix pages 34,,34,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**9. [""Our troubles lie entirely in the workforce.""]{.blue-text}** (*Out of the Crisis* pages 114–115[134–135]; [Appendix pages 34–35](../../appendix/06-day-7.qmd#sec-page34).) Same comment as with..."
appendix-page,content/days/day-07/07-major-activity.qmd,97,Appendix page 35,,35,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**10. [False starts.]{.blue-text}** (*Out of the Crisis* pages 115–117[135–138]; [Appendix page 35](../../appendix/06-day-7.qmd#sec-page35).) Just think back over the years in your organisation. Ho...
appendix-page,content/days/day-07/07-major-activity.qmd,105,Appendix page 35,,35,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**11. [""We installed quality control.""]{.blue-text}** (*Out of the Crisis* page 117 [pages 138–139]; [Appendix page 35](../../appendix/06-day-7.qmd#sec-page35).) As with Obstacle 2, quality cannot ..."
appendix-page,content/days/day-07/07-major-activity.qmd,111,Appendix page 35,,35,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**12. [The unmanned computer.]{.blue-text}** (*Out of the Crisis* page 118[139]; [Appendix page 35](../../appendix/06-day-7.qmd#sec-page35).) With the great changes in computer technology since the...
appendix-page,content/days/day-07/07-major-activity.qmd,119,Appendix page 36,,36,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**13. [The supposition that it is only necessary to meet specifications.]{.blue-text}** (*Out of the Crisis* pages 118–119[139–141]; [Appendix page 36](../../appendix/06-day-7.qmd#sec-page36).) Aft...
appendix-page,content/days/day-07/07-major-activity.qmd,125,Appendix page 36,,36,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**14. [The fallacy of zero defects.]{.blue-text}** (*Out of the Crisis* pages 119–120[141–142]; [Appendix page 36](../../appendix/06-day-7.qmd#sec-page36).) With ""defect"" = ""outside specifications""..."
appendix-page,content/days/day-07/07-major-activity.qmd,133,Appendix pages 36,,36,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,**15. [Inadequate testing of prototypes.]{.blue-text}** (*Out of the Crisis* pages 120–121[142–143]; [Appendix pages 36–37](../../appendix/06-day-7.qmd#sec-page36).) Prototypes are usually tested i...
appendix-page,content/days/day-07/07-major-activity.qmd,139,Appendix page 37,,37,content/appendix/06-day-7.qmd,Y,already-linked,site already wraps match in markdown link,"**16. [""Anyone that comes to try to help us must understand all about our business.""]{.blue-text}** (*Out of the Crisis* page 121[143]; [Appendix page 37](../../appendix/06-day-7.qmd#sec-page37).) ..."
appendix-page,content/days/day-09/03-activity-9c-and-organisation-charts.qmd,16,Appendix page 38,,38,content/appendix/07-day-9.qmd,Y,already-linked,site already wraps match in markdown link,"[If you need a hint, you will find one on [Appendix page 38](../../appendix/07-day-9.qmd#sec-page38).]"
appendix-page,content/days/day-09/04-major-activity.qmd,26,Appendix page 38,,38,content/appendix/07-day-9.qmd,Y,already-linked,site already wraps match in markdown link,**Stage 2.** Now study my attempt on [Appendix page 38](../../appendix/07-day-9.qmd#sec-page38). That may give you some further ideas as to what you might include in your attempt at Stage 1. So the...
appendix-page,content/days/day-10/03-activity-10a.qmd,15,Appendix page 39,,39,content/appendix/08-day-10.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(You may find the brief discussion on [Appendix page 39](../../appendix/08-day-10.qmd#sec-page39) to be helpful for this Activity.)</div>"
appendix-page,content/days/day-10/04-theory-of-variation.qmd,96,Appendix page 4,,4,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,7. Knowledge of procedures aimed at minimum economic loss from these two mistakes (Shewhart control charts). [*See [Appendix page 4](../../appendix/01-day-1.qmd#sec-page4).*]
appendix-page,content/days/day-10/05-activity-10b.qmd,15,Appendix pages 39,,39,content/appendix/08-day-10.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(You may find the short discussion on [Appendix pages 39–40](../../appendix/08-day-10.qmd#sec-page39) to be helpful.)</div>"
appendix-page,content/days/day-11/05-activity-11a.qmd,15,Appendix page 41,,41,content/appendix/09-day-11.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(See [Appendix page 41](../../appendix/09-day-11.qmd#sec-page41).)</div>"
appendix-page,content/days/day-11/07-activity-11b.qmd,13,Appendix page 42,,42,content/appendix/09-day-11.qmd,Y,already-linked,site already wraps match in markdown link,"<div class=""activity_afterthought"">(See [Appendix page 42](../../appendix/09-day-11.qmd#sec-page42).)</div>"
appendix-page,index.qmd,295,Appendix page 5,,5,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"A small puzzle first: on [Appendix page 5](content/appendix/01-day-1.qmd#sec-page5), when discussing a matter arising on Day 1, I refer to something which is ""near the bottom of page 3"". Do I mean ..."
appendix-page,index.qmd,295,Appendix page 3,,3,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"A small puzzle first: on [Appendix page 5](content/appendix/01-day-1.qmd#sec-page5), when discussing a matter arising on Day 1, I refer to something which is ""near the bottom of page 3"". Do I mean ..."
appendix-page,index.qmd,295,Appendix page 3,,3,content/appendix/01-day-1.qmd,Y,already-linked,site already wraps match in markdown link,"A small puzzle first: on [Appendix page 5](content/appendix/01-day-1.qmd#sec-page5), when discussing a matter arising on Day 1, I refer to something which is ""near the bottom of page 3"". Do I mean ..."
fuzzy,content/appendix/00-welcome.qmd,19,Day 8,8,,,,,,**Before [Day 8](../days/day-08/01-introduction.qmd).** For some extra copies to aid you in Day 8’s Major Activity: see [Day 7 page 36](../days/day-07/07-major-activity.qmd#sec-page36) and [Day 8 p...
fuzzy,content/appendix/04-day-4.qmd,31,Day 12,12,,,,,,"This Activity reminds me of an e-mail I received from my friend Dave Young after he had read through parts of this course while on holiday early in 2015 (there is more from Dave elsewhere, especial..."
fuzzy,content/appendix/10-optional-extras.qmd,115,Day 3,3,,,,,,"During [Day 3](../days/day-03/01-variation-the-enemy-of-quality.qmd) you were introduced to the ancient but valuable study by Don Wheeler of ""A Japanese Control Chart"": it is examined in some detai..."
fuzzy,content/appendix/contributions-balaji-reddie/02-prelude-b-statistical-thinking.qmd,80,Day 1,1,,,,,,|  | Day 1 | Day 2 | Day 3 | Day 4 | Average |
fuzzy,content/appendix/contributions-balaji-reddie/04-prelude-d-people.qmd,59,Day 8,8,,,,,,During [Day 8](../../days/day-08/01-introduction.qmd) there was much emphasis on the advantages of cooperation over competition. The Major Activity there was an effective demonstration of the gains...
fuzzy,content/appendix/optional-extras/01-part-a-funnel-charts.qmd,79,Day 7,7,,,,,,"Rule 2 is the case where, as we know both from the Ford example and from your own work in the Major Activity, the situation is undesirable compared with Rule 1, in particular suffering from approxi..."
fuzzy,content/appendix/optional-extras/02-part-b-subgrouped.qmd,41,Day 3,3,,,,,,"Also as previously, we are likely to be interested in some way of measuring the *variation* of the numbers in our subgroup. On Day 3 we became familiar with the idea of using *moving ranges* for th..."
fuzzy,content/days/day-01/06-outline.qmd,75,Day 2,2,,,,,,"Tomorrow, on Day 2, we shall describe and work with Dr Deming’s renowned “Experiment on the Red"
fuzzy,content/days/day-01/06-outline.qmd,123,Day 6,6,,,,,,"As a relief from the possible gloom to do with diseases, obstacles, and the fact that many managers certainly do *not* regard the 14 Points as “Obligations”, on Day 6 we return to the story-telling..."
fuzzy,content/days/day-01/11-deming-story.qmd,332,Day 3,3,,,,,,The content of the four-day seminars in the mid-1980s is well reflected in *Out of the Crisis*: with particularly long and deep discussion of the 14 Points and the “Deadly Diseases” of Western mana...
